split,epoch,loss,Acc,Macro-F1,Macro-Prec,Macro-Rec,Top-3 Acc,Top-5 Acc,ROC-AUC,PR-AUC
train,23,0.09245190738874953,0.9406,0.6835391192893387,0.6551904143676295,0.7675188860276547,0.9828,1.0,0.9139630306084742,0.7619414344241479
val,23,0.09245190738874953,0.7023778416514241,0.5796122917299505,0.6640110918696751,0.634463477926771,0.995296576953227,1.0,0.9548977590872912,0.7802131393210971
train,24,0.10206702438881621,0.9292,0.6767837392991106,0.6478162246539076,0.760025460689898,0.9852,1.0,0.9045523327484775,0.7592912820676865
val,24,0.10206702438881621,0.8308509711697587,0.7261883706225165,0.7653707426182743,0.7840387633825953,0.9939900705513457,1.0,0.9503912751431642,0.8212741937429554
train,25,0.09028094680979848,0.9368,0.6807643133635624,0.6473671385872163,0.826817799449298,0.9802,1.0,0.9261743217957408,0.7564969548694108
val,25,0.09028094680979848,0.7683999651598293,0.6567591233039215,0.7115360453695374,0.7109462294999309,0.9957320790871875,1.0,0.9571629114843105,0.7827868667867902
train,26,0.09915246749005746,0.9412,0.6843696256516794,0.6536699996429751,0.7682083224907011,0.9804,1.0,0.9102311366921298,0.7293373060158637
val,26,0.09915246749005746,0.8100339691664489,0.694274352618948,0.7354915323084683,0.7501908148728831,0.9954707778068113,1.0,0.9542124751357501,0.7717031524270721
train,27,0.08956702251452953,0.942,0.6874885498316142,0.6568420186831683,0.8251660296052068,0.9816,1.0,0.9097553740989683,0.7310205454824968
val,27,0.08956702251452953,0.6814737392213222,0.5458439178622106,0.6711821233799509,0.6211608661399394,0.9959062799407717,1.0,0.9439778727539292,0.7405079103399744
train,28,0.08998564720968716,0.8724,0.6504609141007544,0.6068729333327924,0.7721317431728167,0.98,1.0,0.9088638366311098,0.7273538190746234
val,28,0.08998564720968716,0.769096768574166,0.6642244000012331,0.7435231940773278,0.710602816286878,0.9962546816479401,1.0,0.9586177303249418,0.7688074018464832
train,29,0.08884484176815022,0.9416,0.6818749945129327,0.6525833082918594,0.7715830201935077,0.9806,1.0,0.9134134867687006,0.7162368764446666
val,29,0.08884484176815022,0.7059489591498999,0.5756016159905334,0.645766636462183,0.6458086610218566,0.9963417820747321,1.0,0.9493144666627036,0.7424811614820148
train,30,0.0876144783833297,0.9414,0.6808476104357907,0.6523631071770353,0.7718095098776859,0.981,1.0,0.9222222913068394,0.7396865372098078
val,30,0.0876144783833297,0.8133437853845484,0.7147035231018162,0.7444351927695889,0.7510085800526868,0.9953836773800192,1.0,0.958916254857718,0.7977077180487863
train,31,0.08656647367752157,0.8688,0.6552141990909137,0.6210882140718543,0.7744415772346394,0.9842,1.0,0.9113284900392269,0.7526524232509372
val,31,0.08656647367752157,0.8359898963504921,0.7057431552293708,0.756781503464889,0.7799794228036773,0.9964288825015243,1.0,0.9722568115579786,0.8402926012678901
train,32,0.0830036138795549,0.9234,0.6759509764688548,0.644133601001327,0.7937324246599371,0.9818,1.0,0.9240880382627946,0.7589601291924376
val,32,0.0830036138795549,0.823534535319223,0.6895946331850571,0.7375813654373129,0.7657339254051296,0.9969514850622768,1.0,0.9677113848322729,0.817585026362784
train,33,0.08277223219920415,0.9354,0.6815878470393428,0.6487304015618578,0.7980578505740212,0.983,1.0,0.9130723451340435,0.7658072609835916
val,33,0.08277223219920415,0.8723107743227941,0.7838441285352593,0.7818078614253451,0.8185296161242231,0.9969514850622768,1.0,0.9693768531252875,0.8427990924197228
train,34,0.07729633148119319,0.9414,0.6904252407966279,0.6600362950622735,0.8286316171844404,0.9834,1.0,0.9266406649936307,0.7412076996849718
val,34,0.07729633148119319,0.8374706036059577,0.7235822000466544,0.7600668815376108,0.774693421610505,0.995296576953227,1.0,0.9684457039072771,0.8207252356021206
train,35,0.07995179969293531,0.9334,0.6840373129038,0.6501664550025174,0.8259067135913505,0.9814,1.0,0.9241063610408332,0.7134997231473788
val,35,0.07995179969293531,0.8427837296402753,0.7222786867387797,0.7484354674009499,0.7907730801469481,0.9944255726853062,1.0,0.96037686628099,0.8108254859217242
train,36,0.08231741214694921,0.915,0.6790025139721145,0.6436483584460935,0.819425171855239,0.9824,1.0,0.9258710992710515,0.7647175494670752
val,36,0.08231741214694921,0.8437418343349883,0.7350406317528135,0.7528777185759229,0.7775014421762422,0.9954707778068113,1.0,0.9675196901605354,0.8334995190241304
train,37,0.08120487369887996,0.9434,0.6854629405130072,0.6501108722782575,0.8258720306137797,0.9848,1.0,0.930183553833246,0.7565398688696068
val,37,0.08120487369887996,0.7955752983189618,0.7003218340091308,0.7418366344051133,0.7368134225085473,0.9945126731120982,1.0,0.967243410863494,0.8193396694705687
train,38,0.0834969681018265,0.9322,0.6914383276235572,0.6573165623969756,0.8255098815786095,0.9848,1.0,0.9283959226091048,0.7150039410845475
val,38,0.0834969681018265,0.8560229945126732,0.7439862418556976,0.768451350103103,0.7883175400516332,0.9944255726853062,1.0,0.9661112399163854,0.8182938700159654
train,39,0.07573012499778997,0.9436,0.6907135878338759,0.6559397729899414,0.8260621643473869,0.9814,1.0,0.9317751019016965,0.7709258594013132
val,39,0.07573012499778997,0.8247539412943123,0.7097937736283741,0.7379115975195112,0.7648939850842772,0.9946868739656824,1.0,0.9668439902787703,0.8320350171031354
train,40,0.0724489150888985,0.929,0.6793176103349602,0.6415810153025157,0.8207826994897693,0.9816,1.0,0.9274657371669306,0.7664909771161256
val,40,0.0724489150888985,0.841651424091978,0.7221474035160177,0.7468967481736705,0.7835814221060107,0.9927706645762564,1.0,0.9690748383588291,0.8328974707550023
train,41,0.07457900056033395,0.8916,0.665389184204484,0.6283930545330516,0.8109280978101072,0.9814,1.0,0.9220782534095419,0.7613428966329889
val,41,0.07457900056033395,0.859768312864733,0.7403872890290898,0.7579433242374348,0.8033804781027685,0.9920738611619196,1.0,0.9667465907943699,0.831002567274505
train,42,0.07579101229202934,0.9384,0.6866332961861986,0.6530828582709667,0.8276246577448099,0.9814,1.0,0.926658136715105,0.7715933624370248
val,42,0.07579101229202934,0.8413901228116017,0.7295807140052648,0.748756564079105,0.78035218108244,0.9928577650030486,1.0,0.9658754487936928,0.8326053255648194
train,43,0.07106443890370429,0.9232,0.6802787254168401,0.6432843720100113,0.8188696378974469,0.9816,1.0,0.9263089646292384,0.770447173095022
val,43,0.07106443890370429,0.8348575908021949,0.7175486827529471,0.7445306084571162,0.7747891996569409,0.9950352756728508,1.0,0.9653372719004973,0.8276407922880743
train,44,0.07765840395586565,0.9084,0.679597706148542,0.6429781145178438,0.8172277163773851,0.9816,1.0,0.9254038926757391,0.7668441567797435
val,44,0.07765840395586565,0.8303283686090062,0.7126350788744699,0.7421026907107728,0.769520806722374,0.9965159829283163,1.0,0.9668026965749474,0.8296296889914127
train,45,0.08586631898651831,0.8704,0.6603662982420118,0.6229929930536127,0.7967481054301054,0.9812,1.0,0.9258759607071024,0.7476562718003472
val,45,0.08586631898651831,0.8544551868304154,0.7317197825962334,0.7546493883686054,0.791867870732618,0.9962546816479401,1.0,0.9667255415507554,0.8216729822800968
train,46,0.0893121234694263,0.882,0.6660303990121326,0.6265838213417376,0.8046102173948062,0.981,1.0,0.9278538239285238,0.7357921864700572
val,46,0.0893121234694263,0.8383416078738786,0.7198603097031504,0.7428282469581762,0.7742304970627678,0.996167581221148,1.0,0.9655061761261787,0.8077108228167657
train,47,0.08772092135041021,0.9082,0.6763112177480571,0.6370070081698223,0.8140729112237421,0.9812,1.0,0.9238433290123702,0.6888043890996646
val,47,0.08772092135041021,0.8271927532444909,0.7095945722712831,0.7381796349709897,0.767316429977992,0.9962546816479401,1.0,0.9598933090602848,0.7974242292222171
train,48,0.11689309429493733,0.8754,0.6671113459038118,0.6299034161967463,0.8054964685992123,0.9818,1.0,0.9249188416864147,0.7410813170932717
val,48,0.11689309429493733,0.8345962895218186,0.7186363846156955,0.7443320610462745,0.7702614660439793,0.996167581221148,1.0,0.9626961283660668,0.8155008980020751
train,49,0.10984099234337918,0.8886,0.6725696926429554,0.635858635084352,0.8101889677104813,0.9818,1.0,0.9252057563763187,0.7476558450110654
val,49,0.10984099234337918,0.8309380715965509,0.7173603466405158,0.7435822633977736,0.7660139471213296,0.9963417820747321,1.0,0.9630060821030153,0.8147830427540045
test,33,0.0,0.9322299651567945,0.8683401193293966,0.8512978192660989,0.8953538434874975,0.9976480836236934,1.0,0.9807029805625096,0.8956859275932917
