split,epoch,loss,Acc,Macro-F1,Macro-Prec,Macro-Rec,Top-3 Acc,Top-5 Acc,ROC-AUC,PR-AUC
val,15,0.10415263567119837,0.9626862201001442,0.803806152993611,0.7123936462762658,0.984479681528239,1.0,1.0,0.9924222016584497,0.8871262429991189
train,16,0.08224049142251412,1.0,1.0,1.0,1.0,1.0,1.0,nan,0.6666666666666666
val,16,0.08224049142251412,0.9628722464228688,0.8109362049158216,0.722269463340892,0.9868012137394984,1.0,1.0,0.9951586579968238,0.910666444314378
train,17,0.07871254701167345,0.9998,0.666193853427896,0.6666666666666666,0.6657223796033994,1.0,1.0,nan,0.6657890462700661
val,17,0.07871254701167345,0.9624846915838591,0.8020830266797049,0.711007500802615,0.9819646882993744,1.0,1.0,0.9921924068565303,0.9302722400619752
train,18,0.06504185289765398,0.9998,0.666193853427896,0.6666666666666666,0.6657223796033994,1.0,1.0,nan,0.6657890462700661
val,18,0.06504185289765398,0.9628412420357481,0.8146395202350649,0.7296151840452015,0.9846436065126216,1.0,1.0,0.9972314803238543,0.9197794233668426
train,19,0.06301100670049588,0.9998,0.666193853427896,0.6666666666666666,0.6657223796033994,1.0,1.0,nan,0.6657890462700661
val,19,0.06301100670049588,0.9624226828096175,0.7958952846225834,0.702142143134485,0.9811908442289546,1.0,1.0,0.9915127705988268,0.9420915715787367
train,20,0.05086292422687014,0.9998,0.666193853427896,0.6666666666666666,0.6657223796033994,1.0,1.0,nan,0.6657890462700661
val,20,0.05086292422687014,0.9628722464228688,0.8096174266309499,0.7201954289379516,0.9868012137394984,1.0,1.0,0.997007674929376,0.9512133539338926
train,21,0.04865953925376137,0.9998,0.666193853427896,0.6666666666666666,0.6657223796033994,1.0,1.0,nan,0.6657890462700661
val,21,0.04865953925376137,0.9624536871967383,0.8011334458126913,0.7097566646141997,0.9815777662641647,1.0,1.0,0.9929689051719679,0.96277016395892
train,22,0.03939823294058442,0.9996,0.6657196969696969,0.6666666666666666,0.6647780925401322,1.0,1.0,nan,0.6649112503142743
val,22,0.03939823294058442,0.960283380098284,0.7573558461477766,0.6602786863742716,0.9544932237994712,1.0,1.0,0.9666400286785409,0.9262773526810699
train,23,0.041572357155382635,0.9998,0.666193853427896,0.6666666666666666,0.6657223796033994,1.0,1.0,nan,0.6657890462700661
val,23,0.041572357155382635,0.9624071806160571,0.7998942684325449,0.7081682571010023,0.9809973832113498,1.0,1.0,0.9919196735910675,0.9418244436984092
train,24,0.03309323168359697,1.0,1.0,1.0,1.0,1.0,1.0,nan,0.6666666666666666
val,24,0.03309323168359697,0.9628877486164292,0.8231259909727826,0.7425099879549157,0.9865520034591867,1.0,1.0,0.9982272726873477,0.9392874739256251
train,25,0.030458300452058513,1.0,1.0,1.0,1.0,1.0,1.0,nan,0.6666666666666666
val,25,0.030458300452058513,0.9627637310679461,0.8165305963884885,0.7349148631237022,0.9814629449350135,1.0,1.0,0.9961733014968277,0.9580462988707441
train,26,0.02622423937233786,1.0,1.0,1.0,1.0,1.0,1.0,nan,0.6666666666666666
val,26,0.02622423937233786,0.9629032508099896,0.8190691373531443,0.7352297484650426,0.9871881357747082,1.0,1.0,0.9984366207167094,0.9639176565965486
train,27,0.022869248424346247,1.0,1.0,1.0,1.0,1.0,1.0,nan,0.6666666666666666
val,27,0.022869248424346247,0.9767777140465376,0.8597063215579434,0.7782160397468662,0.9919798693650285,1.0,1.0,0.998581749282763,0.973184836050954
train,28,0.01729773337331911,1.0,1.0,1.0,1.0,1.0,1.0,nan,0.6666666666666666
val,28,0.01729773337331911,0.9810718216627653,0.8656069074518916,0.7816173713662434,0.9934628975265017,1.0,1.0,0.9982215209514917,0.96105940860364
train,29,0.016486873477697374,1.0,1.0,1.0,1.0,1.0,1.0,nan,0.6666666666666666
val,29,0.016486873477697374,0.9845133086331715,0.8913252720302699,0.8185135446131796,0.9946514616125923,1.0,1.0,0.9986448712534682,0.9706790014288077
train,30,0.014245829257803658,1.0,1.0,1.0,1.0,1.0,1.0,nan,0.6666666666666666
val,30,0.014245829257803658,0.9871641837319981,0.8962923929272302,0.8240976054837997,0.9951907629417683,1.0,1.0,0.9983810030810076,0.9709129159310423
train,31,0.014676667687793573,1.0,1.0,1.0,1.0,1.0,1.0,nan,0.6666666666666666
val,31,0.014676667687793573,0.9869471530221526,0.8986816926345692,0.8277766215663055,0.9954920227005033,1.0,1.0,0.9986139293076713,0.9706486088150582
train,32,0.011450809938833118,1.0,1.0,1.0,1.0,1.0,1.0,nan,0.6666666666666666
val,32,0.011450809938833118,0.9738167950765033,0.8527178177603828,0.7744319248253043,0.9871726054001565,1.0,1.0,0.9981446819372426,0.9606555880316333
train,33,0.009457937884144485,1.0,1.0,1.0,1.0,1.0,1.0,nan,0.6666666666666666
val,33,0.009457937884144485,0.9858619994729254,0.8958011110969383,0.824188159381163,0.9951172502409252,1.0,1.0,0.9986547999598696,0.9731003503507565
train,34,0.00786470015688489,0.9998,0.666193853427896,0.6666666666666666,0.6657223796033994,1.0,1.0,nan,0.6657890462700661
val,34,0.00786470015688489,0.9626242113259026,0.8105783680464963,0.7233393975453289,0.9837058374578191,1.0,1.0,0.996261635659326,0.9771697135559055
train,35,0.009508001940169682,1.0,1.0,1.0,1.0,1.0,1.0,nan,0.6666666666666666
val,35,0.009508001940169682,0.9836451857937898,0.8907892838140054,0.8189498142541387,0.9943516436449299,1.0,1.0,0.9989036087959912,0.9787763594422886
train,36,0.00690110104624182,1.0,1.0,1.0,1.0,1.0,1.0,nan,0.6666666666666666
val,36,0.00690110104624182,0.9765606833366921,0.8572897275943622,0.774966119023277,0.9911524863718117,1.0,1.0,0.9982263484601642,0.9804641688541466
train,37,0.0072369959205389025,1.0,1.0,1.0,1.0,1.0,1.0,nan,0.6666666666666666
val,37,0.0072369959205389025,0.9767622118529772,0.8617885257814818,0.7817348227477687,0.9919745154727487,1.0,1.0,0.9990466042948167,0.9818560046138755
train,38,0.005679628536260376,1.0,1.0,1.0,1.0,1.0,1.0,nan,0.6666666666666666
val,38,0.005679628536260376,0.9870091617963942,0.8995634900090733,0.8292438127489673,0.9953253311442968,1.0,1.0,0.9987463717952338,0.9817051811753119
train,39,0.0051640365893642105,1.0,1.0,1.0,1.0,1.0,1.0,nan,0.6666666666666666
val,39,0.0051640365893642105,0.9837692033422729,0.8871402948461089,0.8126018091706234,0.9943944747831673,1.0,1.0,0.9988885849057291,0.9798607939411385
train,40,0.0052711935636277,1.0,1.0,1.0,1.0,1.0,1.0,nan,0.6666666666666666
val,40,0.0052711935636277,0.9872882012804812,0.9061376084890855,0.839673678962053,0.9956098083306563,1.0,1.0,0.9987279677467775,0.972237817872658
train,41,0.005212071572896093,1.0,1.0,1.0,1.0,1.0,1.0,nan,0.6666666666666666
val,41,0.005212071572896093,0.9888229184429597,0.9132032927118773,0.8498223490630737,0.9961398436663454,1.0,1.0,0.9987266017077271,0.9722678809873665
train,42,0.005995483100802327,1.0,1.0,1.0,1.0,1.0,1.0,nan,0.6666666666666666
val,42,0.005995483100802327,0.9888229184429597,0.9132032927118773,0.8498223490630737,0.9961398436663454,1.0,1.0,0.998739212195019,0.9718017248326619
train,43,0.005092607194092125,1.0,1.0,1.0,1.0,1.0,1.0,nan,0.6666666666666666
val,43,0.005092607194092125,0.9909622211542933,0.9234492478909399,0.8652150690374794,0.9968786808009423,1.0,1.0,0.9987423671973751,0.9716660907926155
train,44,0.004885633943680053,1.0,1.0,1.0,1.0,1.0,1.0,nan,0.6666666666666666
val,44,0.004885633943680053,0.9895050149596167,0.9164515426045585,0.8546165121890716,0.9963754149266517,1.0,1.0,0.9987906773859482,0.9719110584599372
train,45,0.00429914389969781,1.0,1.0,1.0,1.0,1.0,1.0,nan,0.6666666666666666
val,45,0.00429914389969781,0.9897220456694622,0.9171383901991449,0.8555818801951163,0.9964503694185672,1.0,1.0,0.9988136101125685,0.9728192467022639
train,46,0.0034058393347853174,1.0,1.0,1.0,1.0,1.0,1.0,nan,0.6666666666666666
val,46,0.0034058393347853174,0.99003208954067,0.9186493858787966,0.8578549354795676,0.996557447264161,1.0,1.0,0.9987366471377989,0.9713366232179563
train,47,0.0038612249268529316,1.0,1.0,1.0,1.0,1.0,1.0,nan,0.6666666666666666
val,47,0.0038612249268529316,0.9897685522501434,0.9175443474091999,0.8562188831149022,0.9964664310954063,1.0,1.0,0.9987223472040373,0.9704608142846777
train,48,0.0027447446307633074,1.0,1.0,1.0,1.0,1.0,1.0,nan,0.6666666666666666
val,48,0.0027447446307633074,0.9909312167671726,0.9234709290454711,0.8652654586476768,0.996867973016383,1.0,1.0,0.9987478034861986,0.9701394346171922
train,49,0.0036416854340738307,1.0,1.0,1.0,1.0,1.0,1.0,nan,0.6666666666666666
val,49,0.0036416854340738307,0.9907761948315686,0.9226925559549591,0.8640646640464159,0.996814434093586,1.0,1.0,0.9987408148316197,0.969698151641274
test,48,0.0,0.9871258274039282,0.9221073172254627,0.8651629750415214,0.994980026033559,1.0,1.0,0.998395557756063,0.9799556784085411
